Salary (USD),Job title_Bin,Industry,Country,Race_Bin,Age,Gender_Bin,Highest level of education completed,Experience
48790.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
90000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,PhD,5
140000.0,Director,"tech,business",USA,White,35-44,Woman,Master's degree,11
75000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,College degree,11
97000.0,Non-Managerial Employee,education,USA,White,55-64,Woman,PhD,31
50000.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,College degree,8
52500.0,Non-Managerial Employee,government,USA,White,25-34,Woman,Master's degree,8
60000.0,Non-Managerial Employee,business,USA,Mixed Race,45-54,Other,College degree,11
100000.0,Non-Managerial Employee,tech,USA,White,55-64,Woman,College degree,21
60000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,8
50000.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Other,College degree,5
53000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Man,Some college,8
117000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,College degree,11
93000.0,Management,business,USA,Mixed Race,25-34,Woman,"Professional degree (MD, JD, etc.)",8
270000.0,Management,finance,USA,"Hispanic, Latino, or Spanish origin",45-54,Man,High School,21
72000.0,Non-Managerial Employee,business,USA,White,25-34,Man,College degree,11
85000.0,Director,education,USA,White,35-44,Woman,Master's degree,11
55000.0,Management,healthcare,USA,White,45-54,Woman,High School,21
47200.0,Management,business,USA,White,18-24,Woman,College degree,0
36000.0,Non-Managerial Employee,agriculture,USA,White,25-34,Woman,College degree,5
50000.0,Non-Managerial Employee,science,USA,White,25-34,Woman,PhD,8
31492.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,8
138000.0,Director,manufacturing,USA,White,35-44,Man,College degree,11
69500.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,College degree,11
165000.0,Management,finance,USA,White,25-34,Woman,College degree,11
60000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,8
64000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,College degree,2
95000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,11
60000.0,Management,property,USA,White,45-54,Woman,Master's degree,11
40500.0,Management,service,USA,White,25-34,Other,Some college,8
69000.0,Non-Managerial Employee,finance,USA,White,35-44,Woman,Some college,11
120000.0,Management,business,USA,White,25-34,Woman,Master's degree,8
730000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,Master's degree,11
63000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Man,Some college,8
56500.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,College degree,11
75000.0,Management,nonprofit,USA,Mixed Race,25-34,Woman,Master's degree,8
60000.0,Non-Managerial Employee,education,USA,White,45-54,Woman,PhD,21
83000.0,Non-Managerial Employee,government,USA,Asian or Asian American,35-44,Woman,College degree,11
66000.0,Non-Managerial Employee,business,USA,White,18-24,Woman,College degree,2
95000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Man,College degree,11
72000.0,Director,nonprofit,USA,White,25-34,Woman,Master's degree,8
102000.0,Non-Managerial Employee,government,USA,Asian or Asian American,35-44,Man,Master's degree,11
112200.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,Master's degree,11
24440.2353,Non-Managerial Employee,business,UK,White,18-24,Woman,Some college,2
35570.0,Management,government,USA,White,25-34,Woman,Some college,5
68850.0,Non-Managerial Employee,business,USA,White,35-44,Woman,Master's degree,11
106000.0,Director,business,USA,White,45-54,Woman,PhD,21
61854.0,Non-Managerial Employee,government,USA,Asian or Asian American,25-34,Woman,High School,8
102000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,College degree,21
145000.0,Non-Managerial Employee,business,USA,White,35-44,Man,College degree,11
134950.0,Management,manufacturing,USA,White,35-44,Woman,Master's degree,11
81000.0,Management,service,USA,White,35-44,Man,College degree,11
70000.0,Director,education,USA,White,35-44,Woman,Master's degree,8
61100.0,Non-Managerial Employee,government,USA,White,35-44,Woman,College degree,11
202000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,College degree,8
48880.4706,Non-Managerial Employee,tech,UK,White,25-34,Woman,College degree,8
86000.0,Management,service,USA,White,35-44,Woman,College degree,21
58762.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
115000.0,Non-Managerial Employee,property,USA,White,25-34,Man,College degree,8
75000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,8
118000.0,Director,business,USA,White,45-54,Woman,Master's degree,21
70200.0,Non-Managerial Employee,finance,USA,White,45-54,Woman,College degree,21
80000.0,Non-Managerial Employee,property,USA,White,25-34,Woman,College degree,5
56000.0,Director,service,USA,White,35-44,Woman,College degree,21
69000.0,Non-Managerial Employee,finance,USA,White,35-44,Woman,Some college,11
62000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,College degree,2
80000.0,Management,nonprofit,USA,White,25-34,Woman,Master's degree,11
90000.0,Management,nonprofit,USA,Mixed Race,25-34,Woman,College degree,8
116500.0,Director,business,USA,White,35-44,Woman,Master's degree,11
64000.0,Director,education,USA,White,25-34,Woman,College degree,5
94396.9116,Non-Managerial Employee,education,Canada,Asian or Asian American,25-34,Other,Master's degree,2
147000.0,Non-Managerial Employee,property,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
121929.34415,Non-Managerial Employee,education,Canada,White,45-54,Woman,PhD,21
145000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,College degree,11
70019.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,"Professional degree (MD, JD, etc.)",2
73250.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,21
80145.0,Non-Managerial Employee,education,USA,White,45-54,Woman,PhD,21
86500.0,Non-Managerial Employee,finance,USA,White,35-44,Woman,College degree,11
135000.0,Non-Managerial Employee,business,USA,White,45-54,Woman,College degree,11
65000.0,Non-Managerial Employee,manufacturing,USA,Mixed Race,45-54,Woman,College degree,21
47198.4558,Non-Managerial Employee,nonprofit,Canada,White,25-34,Woman,Master's degree,11
94600.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,11
80000.0,Management,business,USA,White,25-34,Woman,Master's degree,8
48378.417195,Non-Managerial Employee,education,Canada,White,25-34,Man,College degree,2
138300.0,Non-Managerial Employee,business,USA,White,55-64,Woman,Some college,21
127000.0,Non-Managerial Employee,finance,USA,White,55-64,Woman,College degree,31
44250.0,Non-Managerial Employee,service,USA,White,25-34,Woman,College degree,8
155000.0,Non-Managerial Employee,education,USA,White,55-64,Woman,Master's degree,31
60500.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,11
100796.0,Non-Managerial Employee,healthcare,USA,White,55-64,Woman,College degree,41
62500.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,College degree,5
31375.977750000002,Non-Managerial Employee,education,UK,White,25-34,Other,Master's degree,11
250000.0,Non-Managerial Employee,property,USA,White,55-64,Woman,Some college,41
89834.3784,Non-Managerial Employee,business,UK,White,45-54,Woman,College degree,21
52843.752,Non-Managerial Employee,education,UK,White,55-64,Woman,College degree,31
52000.0,Non-Managerial Employee,nonprofit,USA,White,45-54,Woman,Master's degree,21
60890.2336,Non-Managerial Employee,business,Ireland,White,25-34,Woman,College degree,5
49000.0,Non-Managerial Employee,business,USA,"Hispanic, Latino, or Spanish origin",25-34,Woman,College degree,2
112000.0,Management,finance,USA,White,25-34,Woman,College degree,8
94120.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,8
71000.0,Non-Managerial Employee,tech,USA,White,45-54,Woman,Master's degree,21
40200.0,Non-Managerial Employee,nonprofit,USA,White,18-24,Woman,College degree,5
106000.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,College degree,11
78000.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,Master's degree,11
65000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
95000.0,Non-Managerial Employee,tech,USA,Black or African American,25-34,Woman,Master's degree,5
195000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",2
59500.0,Director,nonprofit,USA,White,55-64,Woman,College degree,31
41600.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,8
89200.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,College degree,8
114400.0,Director,government,USA,White,35-44,Man,"Professional degree (MD, JD, etc.)",11
55350.0,Management,nonprofit,USA,White,25-34,Woman,College degree,8
132000.0,Management,finance,USA,White,35-44,Man,College degree,11
137000.0,Management,business,USA,White,25-34,Woman,Master's degree,11
33000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,8
92823.62974,Management,business,Canada,White,35-44,Woman,College degree,8
103000.0,Non-Managerial Employee,science,USA,White,45-54,Man,PhD,11
66000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,2
72500.0,Non-Managerial Employee,business,USA,White,45-54,Man,College degree,21
84600.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
127000.0,Management,"tech,business",USA,Mixed Race,25-34,Woman,College degree,5
58000.0,Management,finance,USA,White,35-44,Woman,College degree,8
120000.0,Non-Managerial Employee,business,USA,Asian or Asian American,25-34,Woman,College degree,5
42000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,College degree,5
49000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,College degree,2
42000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,Some college,5
114000.0,Non-Managerial Employee,government,USA,White,25-34,Woman,Master's degree,5
64260.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,College degree,5
84000.0,Director,government,USA,White,35-44,Woman,Master's degree,11
51500.0,Non-Managerial Employee,education,USA,Mixed Race,55-64,Woman,Some college,21
57000.0,Non-Managerial Employee,"tech,business",USA,White,35-44,Woman,Master's degree,11
66000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,Master's degree,11
100100.0,Non-Managerial Employee,healthcare,USA,White,35-44,Man,College degree,11
320000.0,Management,tech,USA,White,35-44,Woman,Master's degree,11
73157.60649,Non-Managerial Employee,manufacturing,Canada,Asian or Asian American,45-54,Woman,College degree,21
33280.0,Management,healthcare,USA,White,25-34,Woman,College degree,5
45124.0124,Non-Managerial Employee,business,Ireland,White,25-34,Woman,Master's degree,5
79000.0,Management,nonprofit,USA,White,25-34,Woman,College degree,5
48771.73766,Non-Managerial Employee,education,Canada,White,25-34,Woman,College degree,5
165000.0,Management,service,USA,White,25-34,Woman,College degree,2
50500.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,2
34000.0,Non-Managerial Employee,business,USA,White,55-64,Woman,High School,21
83000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Other,College degree,11
66000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,8
139500.0,Non-Managerial Employee,tech,USA,White,45-54,Woman,College degree,21
48264.0,Non-Managerial Employee,service,USA,White,35-44,Woman,College degree,11
46481.0,Non-Managerial Employee,"tech,business",USA,Mixed Race,25-34,Woman,College degree,5
53000.0,Non-Managerial Employee,agriculture,USA,White,35-44,Woman,College degree,8
56000.0,Management,business,USA,White,25-34,Woman,College degree,5
141900.0,Non-Managerial Employee,tech,USA,White,55-64,Man,Master's degree,31
130000.0,Non-Managerial Employee,finance,USA,White,25-34,Man,College degree,11
147000.0,Non-Managerial Employee,business,USA,White,45-54,Woman,College degree,11
43265.251150000004,Non-Managerial Employee,business,Canada,White,25-34,Woman,College degree,5
102000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
82344.0,Non-Managerial Employee,government,USA,White,35-44,Man,College degree,11
97000.0,Non-Managerial Employee,"education,science",USA,White,25-34,Woman,Master's degree,5
150000.0,Director,"tech,business",USA,White,25-34,Woman,College degree,8
80000.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,College degree,11
92000.0,Management,entertainment,USA,White,25-34,Woman,College degree,8
80000.0,Non-Managerial Employee,"tech,business",USA,White,35-44,Woman,Master's degree,11
64000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,College degree,11
102600.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,11
97000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,Master's degree,2
112000.0,Management,manufacturing,USA,White,25-34,Woman,"Professional degree (MD, JD, etc.)",8
36000.0,Non-Managerial Employee,manufacturing,USA,Mixed Race,25-34,Woman,College degree,11
114500.0,Non-Managerial Employee,service,USA,White,45-54,Woman,College degree,21
85000.0,Non-Managerial Employee,business,USA,Middle Eastern or Northern African,25-34,Woman,Master's degree,5
66864.47905,Non-Managerial Employee,healthcare,Canada,White,25-34,Woman,College degree,8
60240.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,8
60000.0,Management,entertainment,USA,White,35-44,Woman,College degree,11
53000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,8
255000.0,Non-Managerial Employee,business,USA,White,35-44,Man,College degree,11
96000.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,College degree,8
170000.0,Director,nonprofit,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
86000.0,Management,tech,USA,Asian or Asian American,35-44,Woman,College degree,11
62931.2744,Non-Managerial Employee,government,Canada,White,35-44,Woman,Some college,11
46000.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,College degree,5
89300.0,Director,education,USA,White,35-44,Woman,College degree,11
46310.0,Non-Managerial Employee,finance,USA,Mixed Race,18-24,Woman,College degree,2
95000.0,Non-Managerial Employee,finance,USA,White,35-44,Man,College degree,11
142000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,8
64504.556260000005,Non-Managerial Employee,education,Canada,White,25-34,Woman,Master's degree,5
142000.0,Management,manufacturing,USA,White,18-24,Woman,College degree,2
50000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
77000.0,Management,nonprofit,USA,White,35-44,Woman,Master's degree,11
81024.01579,Non-Managerial Employee,government,Canada,White,25-34,Man,Master's degree,5
130000.0,Director,business,USA,White,45-54,Woman,Master's degree,21
62000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,8
58788.674100000004,Non-Managerial Employee,healthcare,UK,White,35-44,Woman,College degree,11
95000.0,Director,education,USA,White,35-44,Woman,PhD,11
45000.0,Non-Managerial Employee,"tech,business",USA,White,25-34,Woman,College degree,8
49500.0,Management,property,USA,White,35-44,Woman,College degree,11
52490.0,Non-Managerial Employee,government,USA,White,25-34,Woman,Master's degree,11
66077.83812,Non-Managerial Employee,government,Canada,White,25-34,Woman,Master's degree,5
74786.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,College degree,8
440000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",8
71750.0,Management,education,USA,White,35-44,Man,PhD,5
